,KRW-BTC,KRW-BTC,KRW-BTC,KRW-BTC,KRW-BTC,KRW-BTC,KRW-ETH,KRW-ETH,KRW-ETH,KRW-ETH,KRW-ETH,KRW-ETH,KRW-ADA,KRW-ADA,KRW-ADA,KRW-ADA,KRW-ADA,KRW-ADA,KRW-XRP,KRW-XRP,KRW-XRP,KRW-XRP,KRW-XRP,KRW-XRP,KRW-DOT,KRW-DOT,KRW-DOT,KRW-DOT,KRW-DOT,KRW-DOT,KRW-BCH,KRW-BCH,KRW-BCH,KRW-BCH,KRW-BCH,KRW-BCH,KRW-ETC,KRW-ETC,KRW-ETC,KRW-ETC,KRW-ETC,KRW-ETC,KRW-EOS,KRW-EOS,KRW-EOS,KRW-EOS,KRW-EOS,KRW-EOS,KRW-TRX,KRW-TRX,KRW-TRX,KRW-TRX,KRW-TRX,KRW-TRX
,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value,open,high,low,close,volume,value
2018-06-24 09:00:00,7030000.0,7144000.0,6622000.0,6992000.0,5399.26649924,36910107013.7823,540600.0,546500.0,482000.0,517800.0,45566.21375135,23282711646.143166,156.0,158.0,137.0,149.0,192056437.4332269,27999303574.314945,557.0,562.0,506.0,539.0,24434488.39246201,12948721041.577679,,,,,,,868500.0,880000.0,760000.0,847500.0,8877.09051999,7219401544.364655,16900.0,17410.0,15000.0,16900.0,407971.21828896,6582433594.733362,9485.0,9550.0,7950.0,9025.0,19645426.216834,168484816314.7381,50.2,50.4,43.8,48.0,1198028590.3129184,55964050910.78513
2018-06-25 09:00:00,6985000.0,7129000.0,6861000.0,7036000.0,4418.75854986,30892837730.05834,517800.0,533000.0,503000.0,516200.0,32050.12322727,16553569985.869356,149.0,156.0,144.0,151.0,152931744.5717503,22991404152.038086,539.0,553.0,533.0,540.0,14675267.37683022,7946339602.930643,,,,,,,847500.0,878000.0,827000.0,845500.0,4191.95571151,3564964801.381636,16900.0,18090.0,16520.0,17840.0,406913.51541992,7097894476.653935,9025.0,9460.0,8620.0,9185.0,13448525.6125095,122216288931.22983,48.0,49.2,46.1,47.3,810075734.9210854,38588013914.45259
2018-06-26 09:00:00,7034000.0,7070000.0,6861000.0,6900000.0,3141.53841943,21953994618.78506,516500.0,518100.0,487000.0,494900.0,27093.96215412,13718908154.305061,151.0,154.0,141.0,143.0,100263803.40255801,14840453908.73619,540.0,545.0,513.0,515.0,8111420.51585152,4336010183.333078,,,,,,,845500.0,852600.0,786200.0,790300.0,3017.50101523,2504645293.846254,17840.0,17970.0,16780.0,16870.0,317806.64860748,5572817020.715728,9185.0,9240.0,8350.0,8380.0,7538691.80183734,66926882227.31323,47.2,47.5,43.0,43.3,440862676.67425776,20124828770.119022
2018-06-27 09:00:00,6894000.0,6970000.0,6830000.0,6925000.0,3051.01947771,21055052322.02451,494900.0,502700.0,480500.0,497850.0,34105.43472227,16750862298.763271,143.0,145.0,140.0,143.0,80123663.42089574,11453297912.182512,515.0,536.0,509.0,530.0,10543009.46362787,5508010166.349671,,,,,,,790300.0,818900.0,777700.0,803900.0,3199.59281701,2544958179.25966,16980.0,17580.0,16050.0,17380.0,275256.29084918,4620395023.773098,8380.0,9165.0,8250.0,9015.0,8549293.98520563,74431202244.30034,43.3,45.1,42.2,43.9,443806312.36093324,19324150204.67424
2018-06-28 09:00:00,6925000.0,6965000.0,6649000.0,6682000.0,2655.94861923,18234794914.82239,497800.0,500500.0,476000.0,478800.0,21787.59261003,10673497159.725893,144.0,146.0,134.0,135.0,78682489.6983086,11042269966.265049,531.0,534.0,505.0,507.0,8705155.09596366,4518791177.34396,,,,,,,803900.0,814000.0,738000.0,750100.0,3767.93626661,2923973808.564393,17370.0,17650.0,16390.0,16600.0,179325.28340313,3065746580.432287,9020.0,9100.0,8355.0,8390.0,5435569.30638762,47508979237.60001,43.9,45.0,41.3,41.6,399912718.37640136,17402256510.746277
2018-06-29 09:00:00,6671000.0,7078000.0,6590000.0,6958000.0,3607.75854253,24293395792.72123,478750.0,495400.0,461000.0,487150.0,33997.93365941,16140844378.406387,135.0,142.0,129.0,140.0,151769561.46646166,20411730233.45602,508.0,517.0,482.0,509.0,20884308.639387,10416162824.809258,,,,,,,749500.0,831100.0,734400.0,807800.0,4925.28200868,3796750711.768992,16600.0,17450.0,16100.0,17160.0,230385.03201954,3851448820.9297566,8400.0,8880.0,8020.0,8685.0,6445159.76406109,53997800249.38827,41.6,42.8,39.4,42.1,496386270.32790685,20284453636.97456
2018-06-30 09:00:00,6958000.0,7290000.0,6950000.0,7164000.0,5213.79828927,37267746906.35908,487200.0,517500.0,486300.0,509500.0,33848.57386646,17096175700.93161,140.0,155.0,140.0,154.0,279139235.5725158,41763236541.96983,509.0,540.0,509.0,524.0,25862581.07974688,13590315381.637663,,,,,,,807800.0,876000.0,803700.0,837300.0,6894.71006407,5788754282.919961,17150.0,18870.0,17030.0,18050.0,406562.91668155,7354073461.437841,8690.0,9315.0,8660.0,9075.0,8290878.19490566,74842306298.52283,42.1,45.2,41.8,43.5,769424771.7328491,33532249896.767826
2018-07-01 09:00:00,7164000.0,7212000.0,7002000.0,7109000.0,3151.10448153,22440527345.26462,509500.0,512000.0,497350.0,504200.0,17182.57808848,8679535940.477419,154.0,164.0,149.0,158.0,337698677.41421247,53017505256.969284,523.0,527.0,504.0,515.0,15362746.36171309,7892837387.930583,,,,,,,835200.0,845000.0,798500.0,825200.0,3775.05619655,3104464391.02831,18150.0,18390.0,17370.0,17750.0,184064.67304543,3284510678.195432,9075.0,9200.0,8680.0,9045.0,4181350.42838792,37487154919.94152,43.5,43.7,41.1,42.4,400347890.35078883,16946085392.275015
2018-07-02 09:00:00,7109000.0,7358000.0,7024000.0,7297000.0,5925.85399143,42865998436.10013,504300.0,529900.0,498000.0,524100.0,32625.4020939,16785261765.837427,158.0,175.0,155.0,171.0,294577280.50591135,48384562193.794525,515.0,546.0,506.0,540.0,24582934.51102296,12960400634.434607,,,,,,,825300.0,881000.0,803000.0,860000.0,6464.90361594,5504547364.851688,17760.0,18880.0,17430.0,18350.0,301509.17839537,5512448756.287363,9045.0,10070.0,8825.0,9850.0,11363087.04554875,108756997226.50134,42.4,45.3,41.4,44.2,706150754.9021437,30767670668.092884
2018-07-03 09:00:00,7289000.0,7399000.0,7231000.0,7298000.0,5239.81753579,38445121264.07016,524100.0,538600.0,515300.0,516600.0,35401.78511282,18648117333.99999,170.0,178.0,166.0,168.0,235218169.6020345,40435771415.67984,542.0,577.0,536.0,542.0,32391715.53219444,17966332227.44542,,,,,,,860000.0,920200.0,841300.0,847000.0,8257.27585709,7209778339.004496,18350.0,19100.0,17850.0,18010.0,289237.39082528,5331204883.406372,9855.0,10460.0,9770.0,9855.0,8237096.38470924,82812148810.24686,44.2,45.7,43.5,43.8,684574388.3684912,30519731499.46589
2018-07-04 09:00:00,7298000.0,7500000.0,7104000.0,7329000.0,4984.70182867,36427212533.30592,516600.0,535000.0,499400.0,519400.0,29255.56082066,15148671700.27773,168.0,177.0,161.0,168.0,240096096.32289198,40550360625.06785,542.0,562.0,525.0,546.0,25739602.74181367,13982080263.389034,,,,,,,847000.0,896900.0,810000.0,849500.0,8176.29094654,6963735675.314536,18010.0,19420.0,17250.0,18710.0,349596.35843081,6475384921.385171,9855.0,10410.0,9375.0,9900.0,8384572.76996876,83073624417.4267,43.8,45.2,41.7,43.9,655724491.2718325,28590148572.55418
2018-07-05 09:00:00,7329000.0,7445000.0,7270000.0,7377000.0,4272.33855027,31508927550.17927,519400.0,532700.0,515100.0,528000.0,29949.81788949,15753843820.068586,168.0,173.0,162.0,166.0,141249435.48608616,23726712826.468338,547.0,561.0,529.0,538.0,16887955.85723043,9186809969.814924,,,,,,,847100.0,879000.0,805000.0,834600.0,8098.32378157,6802825785.628726,18710.0,19680.0,18590.0,19680.0,272206.1409511,5192235266.254608,9900.0,10230.0,9755.0,9950.0,5532838.4693837,55332996893.97194,43.9,44.7,42.8,43.2,411598487.8373012,18050817648.01046
2018-07-06 09:00:00,7377000.0,7488000.0,7282000.0,7480000.0,5355.98766532,39581194328.88056,528000.0,535000.0,512000.0,531400.0,27614.22513326,14489516396.07702,166.0,167.0,156.0,164.0,173582394.83265245,28013631567.90305,537.0,543.0,519.0,539.0,13481527.63789455,7168639742.046944,,,,,,,836700.0,840000.0,792000.0,832300.0,6904.9726263,5643101457.998944,19630.0,20930.0,19000.0,20790.0,1062759.20469351,21308489207.448093,9955.0,9990.0,9410.0,9770.0,5487288.82336321,53067686297.151306,43.2,44.4,41.5,42.5,450734808.2390611,19166506093.996704
2018-07-07 09:00:00,7480000.0,7638000.0,7361000.0,7550000.0,2077.59204362,15484116511.70392,531400.0,540100.0,521300.0,539100.0,10883.76481456,5758047212.735943,164.0,166.0,156.0,164.0,76688128.14707883,12298783079.448788,539.0,544.0,523.0,542.0,5386625.12304932,2873031635.256205,,,,,,,832300.0,869000.0,801000.0,868100.0,3598.42593288,2982061239.843417,20790.0,21030.0,19720.0,20910.0,227692.85353749,4633510438.441084,9770.0,9925.0,9460.0,9840.0,2322331.36871607,22470490010.791733,42.5,43.1,41.5,42.5,171415977.376216,7228210285.907
2018-07-08 09:00:00,7564000.0,7585000.0,7450000.0,7516000.0,2801.16193621,21068399561.74593,539100.0,548200.0,537700.0,543900.0,12946.72062036,7014177367.189073,164.0,166.0,160.0,163.0,71796422.96567018,11746742330.987692,541.0,545.0,532.0,536.0,8417617.14177852,4541941480.676242,,,,,,,862800.0,875000.0,830000.0,839100.0,4358.15614292,3718803752.493794,20980.0,21040.0,20200.0,20470.0,189849.01329568,3914516060.7930365,9840.0,10030.0,9690.0,9720.0,2705485.91381694,26619113254.79556,42.5,42.7,41.6,42.0,166003782.57258493,7013459461.343183
2018-07-09 09:00:00,7515000.0,7623000.0,7451000.0,7474000.0,3713.61975808,27893238457.68735,543900.0,546700.0,527300.0,529600.0,12407.91617637,6670716270.609086,162.0,164.0,156.0,157.0,66472541.50107558,10663335112.814432,536.0,541.0,530.0,530.0,7519096.34194459,4016687028.4360957,,,,,,,838500.0,852000.0,816000.0,818400.0,3242.51300033,2707936702.428562,20470.0,20900.0,20320.0,20400.0,162542.41448309,3354841251.3109107,9720.0,9760.0,8885.0,9010.0,3564496.64575324,33453435355.026474,42.0,42.4,41.3,41.4,194585989.95184958,8155654898.988853
2018-07-10 09:00:00,7474000.0,7518000.0,7127000.0,7140000.0,5199.60476183,38071008837.18583,528500.0,533700.0,488500.0,490450.0,20600.90225641,10461566123.98109,157.0,159.0,145.0,145.0,131722035.55569702,19790077635.33463,531.0,533.0,499.0,503.0,14225582.44798325,7315380270.150817,,,,,,,818400.0,830000.0,775400.0,775500.0,4369.9863275,3488529752.874503,20380.0,20550.0,18280.0,18340.0,371939.34996906,7155797916.278062,9015.0,9080.0,8315.0,8325.0,5226616.66549933,45333251388.05173,41.4,41.7,38.5,38.8,320642488.77974266,12798705481.578245
2018-07-11 09:00:00,7141000.0,7269000.0,7110000.0,7226000.0,3913.795349,28194990186.3081,490450.0,508200.0,430000.0,503100.0,11865.36011585,5891617702.145608,145.0,151.0,142.0,149.0,95071311.65373276,13951369350.404215,502.0,512.0,498.0,508.0,10521594.89061445,5326780575.692941,,,,,,,775600.0,809700.0,773000.0,795000.0,2890.60627145,2276520280.238068,18340.0,19050.0,16520.0,18670.0,272512.15407271,5019525773.42724,8325.0,8525.0,7980.0,8345.0,4269716.81422185,35245379597.97234,38.9,39.7,38.1,39.1,192711134.29501742,7495654751.674704
2018-07-12 09:00:00,7227000.0,7230000.0,6941000.0,7090000.0,3724.82852502,26333567342.26757,503100.0,504400.0,476800.0,488700.0,14210.6128459,6980161737.479368,148.0,149.0,139.0,144.0,77067926.95281859,11043825357.821932,508.0,508.0,484.0,499.0,10641042.05123598,5275936734.548439,,,,,,,795100.0,800300.0,755400.0,780000.0,3166.98552222,2456545761.02749,18670.0,18680.0,17790.0,18480.0,148288.26709693,2690331736.529693,8345.0,8345.0,7560.0,7900.0,4613330.24129332,36359693502.99985,39.1,39.1,35.8,37.1,284665430.72412026,10624605242.950512
2018-07-13 09:00:00,7094000.0,7165000.0,6973000.0,7054000.0,3729.95994294,26379295130.73169,489500.0,501100.0,483350.0,491450.0,9963.18362493,4918667294.953059,144.0,161.0,142.0,156.0,156930659.12707552,23871455636.817276,497.0,505.0,490.0,498.0,11135911.23312765,5554996114.942267,,,,,,,779900.0,805900.0,776100.0,788000.0,2797.59482274,2215419052.015594,18500.0,19140.0,18180.0,18460.0,209734.47960322,3929801836.8915095,7895.0,8195.0,7810.0,7965.0,3608966.93030524,28963145030.709732,37.1,39.1,36.6,37.8,285179238.8303923,10716464172.557821
2018-07-14 09:00:00,7054000.0,7160000.0,7036000.0,7109000.0,1978.79800196,14008581891.6733,491300.0,498750.0,488050.0,493600.0,4871.06751821,2399863671.6125374,156.0,159.0,151.0,155.0,65649402.68512076,10164713708.772913,498.0,503.0,493.0,499.0,6403425.72856976,3181010563.69916,,,,,,,788000.0,804800.0,778400.0,798900.0,1288.57905453,1017847178.447403,18480.0,18790.0,18270.0,18700.0,72968.88366561,1349285819.6490788,7960.0,8050.0,7840.0,7975.0,1090147.58133411,8645341295.773327,37.7,38.3,37.1,37.9,122153685.97996917,4599799018.093612
2018-07-15 09:00:00,7109000.0,7226000.0,7088000.0,7178000.0,2385.70929754,17095281208.52791,493600.0,510500.0,490200.0,505600.0,8579.42625965,4299848102.060349,155.0,164.0,153.0,159.0,65447112.37464324,10386291770.08806,499.0,508.0,495.0,504.0,8273330.67829085,4159992516.679183,,,,,,,798500.0,827500.0,792200.0,817800.0,2289.03904442,1860894751.525506,18690.0,19150.0,18500.0,18820.0,138382.14482816,2605184589.667676,7975.0,8460.0,7900.0,8340.0,2501396.86936233,20601713818.83765,37.9,39.5,37.5,38.9,217953760.7942063,8457519936.641445
2018-07-16 09:00:00,7179000.0,7468000.0,7140000.0,7454000.0,6215.79333942,45460277464.92213,505600.0,532800.0,500400.0,531900.0,18901.65933473,9827565861.006111,160.0,174.0,157.0,172.0,165298054.24871352,27655264418.448597,504.0,537.0,500.0,533.0,20532340.83670745,10560055075.381065,,,,,,,817800.0,898000.0,805500.0,890000.0,6207.24340388,5301024936.923681,18810.0,19460.0,18570.0,19300.0,371817.78925397,7095310231.569769,8340.0,9060.0,8170.0,8975.0,6935023.12707591,60058756089.8878,38.8,41.6,38.3,41.5,422026384.0740388,16907239643.702822
2018-07-17 09:00:00,7454000.0,8140000.0,7419000.0,8080000.0,8866.81669526,68446683083.69896,531900.0,557700.0,521100.0,549700.0,36119.89085626,19397637002.92429,172.0,193.0,167.0,189.0,231561462.64014825,41320165346.43147,535.0,574.0,524.0,558.0,21052491.35037763,11417499959.619553,,,,,,,890100.0,947500.0,870100.0,938300.0,5922.73801096,5380413681.676067,19300.0,20090.0,18800.0,19730.0,454732.57065805,8823899299.117676,8980.0,9910.0,8735.0,9665.0,7546460.69580418,69599391901.51865,41.5,44.8,40.2,43.8,557465076.3979653,23604012541.447037
2018-07-18 09:00:00,8080000.0,8450000.0,8071000.0,8302000.0,9226.44969555,76253964448.4235,549700.0,568200.0,529300.0,538000.0,46890.89898133,25942324962.013565,189.0,219.0,187.0,202.0,704246167.4830861,144030954507.71906,558.0,583.0,534.0,550.0,32233217.35907521,18238538378.56306,,,,,,,938300.0,982000.0,909700.0,926700.0,7775.48816812,7440541576.814496,19770.0,20330.0,19110.0,19470.0,528931.48303284,10528225751.728987,9665.0,10360.0,9465.0,9655.0,9217957.54534632,91418938475.1551,43.8,48.5,43.3,44.5,956616241.5878794,43133699451.80891
2018-07-19 09:00:00,8292000.0,8512000.0,8157000.0,8443000.0,6091.92994513,50624771672.0089,538000.0,543300.0,521000.0,529600.0,23331.30008464,12446927479.05481,202.0,216.0,194.0,205.0,464722408.02998275,95300225914.18008,548.0,556.0,528.0,539.0,16609405.5937447,9004361349.102385,,,,,,,926700.0,950000.0,900000.0,926600.0,3766.41587743,3467491963.076431,19460.0,20040.0,19000.0,19600.0,346526.04236803,6799061331.260916,9660.0,9840.0,9230.0,9480.0,4629811.79247772,44095064897.30034,44.5,44.6,42.0,42.9,599412905.8195484,25902047875.53325
2018-07-20 09:00:00,8443000.0,8671000.0,8300000.0,8351000.0,7480.68995162,63135854963.9677,529600.0,531000.0,504400.0,511500.0,25045.33450403,13053534638.406322,205.0,209.0,183.0,184.0,517009054.0668153,102157902164.48901,539.0,540.0,492.0,506.0,23612250.59087585,12176498054.817923,,,,,,,926600.0,926600.0,868000.0,874200.0,3615.70203359,3243342858.08144,19690.0,19910.0,17900.0,18360.0,226244.83473416,4287224314.318063,9480.0,9610.0,8820.0,8950.0,6320229.50976588,58508097549.94964,42.8,42.9,39.1,39.7,450306260.7703687,18476661609.766552
2018-07-21 09:00:00,8351000.0,8387000.0,8185000.0,8367000.0,3409.02111567,28298722219.61907,510100.0,529000.0,502100.0,521600.0,12750.73898619,6594308195.353199,184.0,191.0,174.0,185.0,307782490.0205366,56765572440.67086,506.0,518.0,494.0,514.0,11665564.23188367,5945964095.400049,,,,,,,873900.0,903700.0,840000.0,891200.0,1962.86568483,1710966060.241501,18410.0,18700.0,17900.0,18420.0,80902.13789961,1481030722.2526557,8945.0,9270.0,8640.0,9030.0,2719164.23117186,24350719164.039925,39.8,41.0,38.3,40.2,217856027.99650767,8668863384.22633
2018-07-22 09:00:00,8367000.0,8530000.0,8270000.0,8349000.0,3853.45997189,32451010552.14465,520700.0,532500.0,512100.0,516300.0,11794.36641992,6177816136.177385,185.0,202.0,183.0,191.0,346034903.6300224,67036777254.09602,514.0,524.0,504.0,506.0,9897102.7438555,5082708558.098489,,,,,,,891200.0,930900.0,873000.0,884200.0,2822.52187075,2539062991.536909,18440.0,18650.0,18020.0,18150.0,95764.33873593,1761802192.5242765,9035.0,9345.0,8715.0,8830.0,2990768.07137442,27177762707.50121,40.1,41.2,39.2,39.5,205862514.26340458,8312257478.311104
2018-07-23 09:00:00,8347000.0,8844000.0,8275000.0,8752000.0,9851.82951569,85355562871.49326,516300.0,527000.0,507000.0,509600.0,29375.07006814,15271477847.514425,191.0,203.0,184.0,185.0,359119902.282513,70268411354.4274,507.0,520.0,502.0,505.0,15006852.76203409,7680121410.101611,,,,,,,884300.0,935000.0,877200.0,888600.0,7291.33456158,6662391189.843041,18150.0,18790.0,18000.0,18170.0,172152.9360736,3173321649.8515296,8835.0,9415.0,8770.0,8970.0,4525642.34802428,41383041533.09967,39.5,40.7,38.5,38.7,364774925.74993646,14455909989.030453
2018-07-24 09:00:00,8752000.0,9525000.0,8701000.0,9452000.0,16483.79995859,150323681666.352,510700.0,544200.0,508300.0,539200.0,44905.8459628,23729971903.132786,185.0,200.0,183.0,194.0,430131115.0839869,82580401379.58398,505.0,529.0,500.0,516.0,29251713.0801589,15044456831.451952,,,,,,,888600.0,1000000.0,879000.0,977000.0,21626.72729397,20608734137.133945,18220.0,19000.0,17940.0,18650.0,222106.05658812,4131814963.9043646,8970.0,9785.0,8800.0,9635.0,6529454.1994997,60697890087.80594,38.7,44.3,37.6,42.7,1212269372.2990277,50065941853.97024
2018-07-25 09:00:00,9458000.0,9578000.0,9054000.0,9158000.0,11238.21728445,104663557067.26813,539200.0,545200.0,521000.0,528100.0,35368.48188303,18901091346.198124,194.0,198.0,187.0,192.0,204317020.7262671,39434036979.14355,516.0,527.0,506.0,514.0,30534338.36684161,15801327237.650043,,,,,,,976900.0,991800.0,919000.0,926200.0,8515.54941277,8148025567.356885,18650.0,18950.0,18030.0,18480.0,157334.04337052,2919413264.036935,9635.0,10100.0,9350.0,9540.0,5652489.14013379,55083463929.54249,42.7,44.4,40.7,41.5,718486572.0665946,30557980272.998196
2018-07-26 09:00:00,9158000.0,9299000.0,8815000.0,8950000.0,7716.0562582,70520276838.66537,528200.0,540800.0,516000.0,521300.0,24065.68784704,12802986680.593569,192.0,196.0,182.0,185.0,128589809.54735625,24429392529.948708,514.0,523.0,502.0,507.0,14897033.9406089,7674356438.717987,,,,,,,926200.0,964100.0,885000.0,907800.0,4347.90971997,4037052159.687032,18480.0,19970.0,18240.0,18850.0,588931.60250764,11291072885.312475,9540.0,9875.0,9200.0,9350.0,2876826.12232407,27500010935.32251,41.4,43.3,39.8,40.3,323477795.11539197,13489096996.572206
2018-07-27 09:00:00,8950000.0,9259000.0,8780000.0,9122000.0,10051.36343373,90182962072.15744,521300.0,529300.0,514600.0,524300.0,22541.83714091,11729974216.935959,185.0,189.0,175.0,185.0,190373220.55150005,34648910036.46407,507.0,515.0,500.0,507.0,16646009.97685792,8418260800.41179,,,,,,,907500.0,930200.0,880000.0,911500.0,3910.97492714,3523195399.160638,18850.0,19250.0,18310.0,19000.0,258165.63803908,4824079489.715016,9350.0,9515.0,9020.0,9400.0,3101659.54960035,28661483911.806786,40.3,41.6,39.5,40.7,314389759.27696437,12699814023.811764
2018-07-28 09:00:00,9138000.0,9229000.0,9064000.0,9225000.0,3917.2811502,35925663624.52046,524200.0,528400.0,518100.0,525300.0,9554.68875106,5010618743.601144,186.0,186.0,179.0,185.0,59387312.46715448,10873323012.785635,508.0,512.0,503.0,512.0,6011841.80311734,3052259449.54626,,,,,,,911600.0,928000.0,897100.0,920900.0,1685.86395299,1542444289.661777,19000.0,19150.0,18650.0,19040.0,100711.63846878,1905262655.930593,9400.0,9475.0,9125.0,9345.0,1095551.69508554,10193142149.576902,40.7,41.4,40.2,41.3,107444885.96353409,4387680165.139591
2018-07-29 09:00:00,9229000.0,9310000.0,9153000.0,9238000.0,4119.53145198,38024462760.96575,525300.0,528300.0,521200.0,524800.0,11016.47368243,5774414758.493128,184.0,186.0,180.0,184.0,50327117.91831868,9197018338.153076,512.0,513.0,506.0,510.0,4920877.44993881,2505875246.46657,,,,,,,921000.0,944900.0,915300.0,932500.0,2377.80603668,2214257639.862299,19040.0,19180.0,18810.0,18990.0,61292.04107289,1160878010.7538447,9340.0,9470.0,9195.0,9365.0,999214.63176693,9296162556.337889,41.3,45.7,41.2,44.1,763057096.1379191,33382695063.054825
2018-07-30 09:00:00,9238000.0,9280000.0,8955000.0,9270000.0,5498.91600049,50449604575.65224,525400.0,526800.0,508000.0,517800.0,16996.21962065,8832219360.28164,184.0,184.0,169.0,174.0,111389002.2808085,19619026986.11457,510.0,512.0,495.0,506.0,10658173.92043306,5390321975.894127,,,,,,,932500.0,935200.0,890500.0,924100.0,2132.57546051,1960898783.502274,18990.0,20060.0,18700.0,19380.0,606045.91550693,11744335908.084764,9370.0,9380.0,8470.0,8800.0,2822919.8664671,25124396883.33779,44.1,44.4,40.0,41.2,578585319.4788119,24364689750.017334
2018-07-31 09:00:00,9270000.0,9278000.0,8690000.0,8800000.0,8921.98646091,80229043588.81412,517700.0,518200.0,486000.0,490700.0,23982.25926159,12025386948.055105,174.0,174.0,157.0,161.0,206445175.0284254,33676074811.80842,504.0,505.0,486.0,495.0,14024915.97951878,6935965121.2894335,,,,,,,922800.0,924100.0,864000.0,878900.0,2847.26663535,2538715161.567858,19380.0,19420.0,17990.0,18460.0,273399.24782017,5174673140.218683,8800.0,8800.0,8100.0,8325.0,3798167.12883975,31786895814.026222,41.2,41.2,37.9,38.5,373793420.90456665,14635468986.423115
2018-08-01 09:00:00,8807000.0,8844000.0,8548000.0,8726000.0,6033.26071739,52212740816.23962,490900.0,497300.0,469300.0,480100.0,23641.70365564,11369509998.153528,161.0,166.0,154.0,161.0,199061570.0096352,31778874269.10191,495.0,532.0,486.0,512.0,41772308.67900193,21453296163.16879,,,,,,,882500.0,884700.0,835300.0,879600.0,2673.89827468,2309698369.442897,18440.0,18620.0,17240.0,17730.0,175178.52205829,3168902892.81758,8315.0,8450.0,7935.0,8280.0,3571728.01676918,29462205060.300957,38.5,38.7,36.1,37.2,237662975.4521103,8929761866.523872
2018-08-02 09:00:00,8725000.0,8940000.0,8626000.0,8731000.0,6310.22735019,55220834823.04908,481450.0,486600.0,472000.0,476000.0,19540.90059673,9381640862.619818,161.0,162.0,149.0,152.0,152861467.33955577,23637753001.744244,512.0,515.0,496.0,498.0,15517241.77184322,7838820731.065168,,,,,,,879600.0,886100.0,835000.0,848000.0,2822.38497821,2440822009.383541,17730.0,17970.0,16850.0,17250.0,213317.36571161,3734484451.912129,8280.0,8380.0,7975.0,8105.0,2710464.85892733,22075926790.30607,37.3,38.1,35.5,36.1,180106311.4085391,6602580399.667148
2018-08-03 09:00:00,8730000.0,8730000.0,8372000.0,8508000.0,6142.54285504,52194607453.1399,476000.0,480000.0,457600.0,478900.0,23947.11004765,11221665326.118034,152.0,153.0,141.0,149.0,192131410.32535172,28267917352.836975,498.0,514.0,491.0,505.0,23506578.98029313,11821388676.27375,,,,,,,843700.0,847500.0,806100.0,830000.0,2284.51008878,1876540701.154928,17210.0,19580.0,16220.0,18940.0,438200.47385027,7966994307.177019,8110.0,8280.0,7890.0,8225.0,2462268.97614698,19893308510.63447,36.3,36.3,33.6,34.9,250237215.62064603,8674198253.472914
2018-08-04 09:00:00,8508000.0,8610000.0,8000000.0,8074000.0,5211.46198607,43253413179.65695,478900.0,481900.0,461700.0,468450.0,18804.44598336,8895639779.199556,149.0,155.0,142.0,145.0,140013391.9482972,20718769666.563538,506.0,510.0,493.0,494.0,11645087.92236681,5839431093.371336,,,,,,,830000.0,860000.0,788500.0,798200.0,2529.67318633,2067855119.248071,18940.0,19500.0,18200.0,18880.0,388740.0927709,7357822515.6720495,8225.0,8400.0,7950.0,8045.0,1647249.37317687,13394788655.545403,34.9,35.6,32.7,33.2,191412378.40615243,6516055419.608717
2018-08-05 09:00:00,8074000.0,8181000.0,7915000.0,8077000.0,3578.83736395,28833153215.93532,468450.0,476500.0,461000.0,469350.0,13481.13899423,6311808800.780733,146.0,151.0,142.0,149.0,100706979.04900879,14787568102.714952,495.0,501.0,491.0,498.0,11998674.76274311,5954092351.690077,,,,,,,800000.0,822200.0,788500.0,813500.0,1454.55217872,1167320143.461605,18900.0,20540.0,18630.0,20360.0,310620.92246013,6066183144.155914,8045.0,8150.0,7940.0,8075.0,1093738.62171386,8818949142.238367,33.1,35.1,32.2,34.7,201838381.7363625,6792185676.188079
2018-08-06 09:00:00,8075000.0,8200000.0,7900000.0,7982000.0,3802.49007138,30597433154.32253,470000.0,474700.0,462300.0,466700.0,16492.04676434,7731389613.6079645,149.0,156.0,146.0,150.0,152217381.3227366,22888852416.887802,498.0,501.0,468.0,475.0,17805922.27792443,8687204555.777916,,,,,,,813500.0,824000.0,786000.0,796800.0,1807.20062539,1452601051.580343,20360.0,21710.0,19660.0,21500.0,653448.13400746,13470229166.559969,8075.0,8220.0,7970.0,8120.0,1201025.00792449,9692120536.75163,34.6,35.5,33.1,33.5,196807111.44267192,6721747551.310434
2018-08-07 09:00:00,7973000.0,8190000.0,7750000.0,7760000.0,5910.20815105,47355068348.96838,466700.0,472150.0,430550.0,437000.0,21240.98127331,9777827649.10424,150.0,152.0,142.0,144.0,136338868.61419544,20179534421.34999,476.0,478.0,433.0,437.0,30542912.61469668,14141636302.468178,,,,,,,796800.0,819600.0,752600.0,758000.0,2511.68689117,1996320570.445831,21500.0,23800.0,19400.0,19980.0,2009254.82949341,44046108379.170425,8115.0,8235.0,7545.0,7595.0,1972690.30723339,15600799778.852098,33.5,34.4,31.6,31.9,205873904.1526111,6845914204.396593
